,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,STATE,DISTRICT,FEC ID#,Cand_Id,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)"
2366,"WEILAND, KEVIN J",SD,0.0,DEM,2010,0.35489931700000005,25.3,REP,0.6755574440000001,0,0.14034000000000002,1.0,,True,4.0,45904.0,13,,72.35714,2086660.35,2180568.95,,,,,,,
2367,"CLARK, MICHAEL EDWARD",TN,1.0,DEM,2010,0.407785059,17.4,DEM,0.245433717,0,0.051329999999999994,1.0,0.41,True,0.0,35625.0,1,,71.3,0.0,0.0,Tennessee,01,H0TN01027,H0TN01027,0.17116738191783704,0.0,0.0
2368,"ROE, DAVID PHILLIP",TN,1.0,REP,2010,0.407785059,17.4,DEM,0.71824508,1,0.051329999999999994,1.0,0.41,False,0.0,35625.0,4,,71.3,518529.05,346588.62,Tennessee,01,H6TN01388,H6TN01388,0.8083937408402941,0.0,0.0
2369,"SABRI, MAHMOOD (MICHAEL)",TN,1.0,REP,2010,0.407785059,17.4,DEM,0.71824508,0,0.051329999999999994,1.0,0.41,False,0.0,35625.0,500,,71.3,518529.05,346588.62,Tennessee,01,H6TN01487,H6TN01487,,,
2370,"STECK, KERMIT E.",TN,1.0,IND,2010,0.407785059,17.4,DEM,0.019306172,0,0.051329999999999994,1.0,0.41,False,0.0,35625.0,500,,71.3,,,Tennessee,01,H0TN01035,H0TN01035,0.02043887724186881,0.0,0.0
2371,"ANDREW, D.H. (ANDY)",TN,2.0,IND,2010,0.270710059,27.1,DEM,0.0,0,0.10655,1.0,0.41,False,4.0,42095.0,500,,71.1,,,Tennessee,02,H0TN02066,H0TN02066,0.011494982120198408,0.0,0.0
2372,"DUNCAN, JOHN J REP. JR.",TN,2.0,REP,2010,0.270710059,27.1,DEM,0.781128013,1,0.10655,1.0,0.41,False,4.0,42095.0,6,,71.1,566843.73,635487.7,Tennessee,02,H8TN02069,H8TN02069,0.8178336601684162,0.0,0.0
2373,"HANDCOCK, DAVID",TN,2.0,DEM,2010,0.270710059,27.1,DEM,0.218871987,0,0.10655,1.0,0.41,True,4.0,42095.0,4,,71.1,0.0,0.0,Tennessee,02,H0TN02058,H0TN02058,0.14649901949475141,0.0,0.0
2374,"HEADINGS, JAMES H.",TN,2.0,IND,2010,0.270710059,27.1,DEM,0.0,0,0.10655,1.0,0.41,False,4.0,42095.0,5,,71.1,,,Tennessee,02,H0TN02074,H0TN02074,0.0029357480678278924,0.0,0.0
2375,"LEINWEBER, JOSEPH R. JR.",TN,2.0,IND,2010,0.270710059,27.1,DEM,0.0,0,0.10655,1.0,0.41,False,4.0,42095.0,11,,71.1,,,Tennessee,02,H0TN02082,H0TN02082,0.014401891798361979,0.0,0.0
2376,"SAMPLES, WILLIAM GREGORY",TN,2.0,IND,2010,0.270710059,27.1,DEM,0.0,0,0.10655,1.0,0.41,False,4.0,42095.0,9,,71.1,,,Tennessee,02,H4TN02035,H4TN02035,0.006834698350444111,0.0,0.0
2377,"BARKMAN , DON",TN,3.0,IND,2010,0.44230242799999997,21.3,DEM,0.032247175,0,0.15042,1.0,0.41,False,4.0,40620.0,500,,71.5,,,Tennessee,03,H0TN03429,H0TN03429,0.005004442908624179,0.0,0.0
2378,"CRANGLE, TOMMY FRANKLIN",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,164,,71.5,1376581.77,1345924.26,Tennessee,03,H0TN03288,H0TN03288,,,
2379,"DEVOL, MARK",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,18,,71.5,1376581.77,1345924.26,Tennessee,03,H0TN03221,H0TN03221,0.035623488176926496,0.0,0.0
2380,"FLEISCHMANN, CHARLES J",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,23,,71.5,1376581.77,1345924.26,,,,,,,
2381,"FLOWERS, PAULA",TN,3.0,DEM,2010,0.44230242799999997,21.3,DEM,0.274010982,0,0.15042,0.0,0.41,True,4.0,40620.0,98,,71.5,0.0,0.0,,,,,,,
2382,"GOBBLE, TIMOTHY A",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,21,,71.5,1376581.77,1345924.26,Tennessee,03,H0TN03213,H0TN03213,,,
2383,"GOODWIN, GREGORY C.",TN,3.0,IND,2010,0.44230242799999997,21.3,DEM,0.032247175,0,0.15042,1.0,0.41,False,4.0,40620.0,29,,71.5,,,Tennessee,03,H0TN03387,H0TN03387,0.002344868440539073,0.0,0.0
2384,"HOLZMEYER, KRIS ALAN",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,500,,71.5,1376581.77,1345924.26,,,,,,,
2385,"HOWARD-HILL, JEAN",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,0.0,0.41,False,4.0,40620.0,500,,71.5,1376581.77,1345924.26,Tennessee,03,H4TN03165,H4TN03165,,,
2386,"HOWARD, HARVEY",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,500,,71.5,1376581.77,1345924.26,Tennessee,03,H0TN03353,H0TN03353,,,
2387,"HUMPHRIES , ROBERT",TN,3.0,IND,2010,0.44230242799999997,21.3,DEM,0.032247175,0,0.15042,1.0,0.41,False,4.0,40620.0,500,,71.5,,,Tennessee,03,H0TN03395,H0TN03395,0.002344868440539073,0.0,0.0
2388,"IRION, VAN RENCELLIERE",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,500,,71.5,1376581.77,1345924.26,Tennessee,03,H0TN03270,H0TN03270,,,
2389,"KEMEA, RICHARD LEE II",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,16,,71.5,1376581.77,1345924.26,,,,,,,
2390,"KERNEA, RICK",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,16,,71.5,1376581.77,1345924.26,Tennessee,03,H0TN03361,H0TN03361,,,
2391,"KIAH, MORRIS MO F",TN,3.0,IND,2010,0.44230242799999997,21.3,DEM,0.032247175,0,0.15042,1.0,0.41,False,4.0,40620.0,500,,71.5,,,Tennessee,03,H0TN03304,H0TN03304,0.001332872587253789,0.0,0.0
2392,"KYRIAKIDIS, SAVAS T.",TN,3.0,IND,2010,0.44230242799999997,21.3,DEM,0.032247175,0,0.15042,1.0,0.41,False,4.0,40620.0,500,,71.5,,,Tennessee,03,H0TN03403,H0TN03403,0.10537715357654144,0.0,0.0
2393,"MARCEAUX, BASIL",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,500,,71.5,1376581.77,1345924.26,Tennessee,03,H0TN03411,H0TN03411,,,
2394,"MITCHELL, ALICIA",TN,3.0,DEM,2010,0.44230242799999997,21.3,DEM,0.274010982,0,0.15042,0.0,0.41,True,4.0,40620.0,82,,71.5,0.0,0.0,Tennessee,03,H0TN03320,H0TN03320,,,
2395,"RHODES, ARTHUR D",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,127,,71.5,1376581.77,1345924.26,Tennessee,03,H0TN03239,H0TN03239,,,
2396,"SHORT, BRENDA FREEMAN",TN,3.0,DEM,2010,0.44230242799999997,21.3,DEM,0.274010982,0,0.15042,0.0,0.41,True,4.0,40620.0,60,,71.5,0.0,0.0,Tennessee,03,H0TN03312,H0TN03312,,,
2397,"SMITH, ROBIN TUCKER",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,0.0,0.41,False,4.0,40620.0,67,,71.5,1376581.77,1345924.26,Tennessee,03,H0TN03296,H0TN03296,,,
2398,"STATON, BRENT DAVIS",TN,3.0,DEM,2010,0.44230242799999997,21.3,DEM,0.274010982,0,0.15042,1.0,0.41,True,4.0,40620.0,82,,71.5,0.0,0.0,Tennessee,03,H0TN03338,H0TN03338,,,
2399,"TRAVILLIAN, GROVER",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,500,,71.5,1376581.77,1345924.26,Tennessee,03,H0TN03379,H0TN03379,,,
2400,"WHITLEY, JOHN MATTHEW",TN,3.0,REP,2010,0.44230242799999997,21.3,DEM,0.6937155890000001,0,0.15042,1.0,0.41,False,4.0,40620.0,6,,71.5,1376581.77,1345924.26,,,,,,,
2401,"WOLFE, JOHN",TN,3.0,DEM,2010,0.44230242799999997,21.3,DEM,0.274010982,0,0.15042,1.0,0.41,True,4.0,40620.0,6,,71.5,0.0,0.0,Tennessee,03,H0TN03346,H0TN03346,0.2800698523967024,0.0,0.0
2402,"BAILEY, JACK",TN,4.0,REP,2010,0.420383971,14.1,DEM,0.378082905,0,0.07441,1.0,0.41,False,4.0,36301.0,146,,72.2,938711.33,923280.19,Tennessee,04,H0TN04203,H0TN04203,,,
2403,"CURTIS , PAUL H.",TN,4.0,IND,2010,0.420383971,14.1,DEM,0.034354797,0,0.07441,1.0,0.41,False,4.0,36301.0,500,,72.2,,,Tennessee,04,H0TN04237,H0TN04237,0.017443232651448204,0.0,0.0
2404,"DAVIS, LINCOLN EDWARD",TN,4.0,DEM,2010,0.420383971,14.1,DEM,0.587562299,1,0.07441,1.0,0.41,True,4.0,36301.0,500,,72.2,1488037.84,1411745.99,,,,,,,
2405,"DESJARLAIS, SCOTT EUGENE",TN,4.0,REP,2010,0.420383971,14.1,DEM,0.378082905,0,0.07441,1.0,0.41,False,4.0,36301.0,17,,72.2,938711.33,923280.19,Tennessee,04,H0TN04195,H0TN04195,0.5706593629762172,0.0,0.0
2406,"GRAY, JAMES ANTHONY",TN,4.0,IND,2010,0.420383971,14.1,DEM,0.034354797,0,0.07441,1.0,0.41,False,4.0,36301.0,5,,72.2,,,Tennessee,04,H8TN04065,H8TN04065,0.009407709491687295,0.0,0.0
2407,"GREENOUGH, KENT CAMERON",TN,4.0,REP,2010,0.420383971,14.1,DEM,0.378082905,0,0.07441,1.0,0.41,False,4.0,36301.0,500,,72.2,938711.33,923280.19,Tennessee,04,H8TN04057,H8TN04057,,,
2408,"HARWELL, RONALD LEE",TN,4.0,REP,2010,0.420383971,14.1,DEM,0.378082905,0,0.07441,1.0,0.41,False,4.0,36301.0,43,,72.2,938711.33,923280.19,Tennessee,04,H0TN04229,H0TN04229,,,
2409,"JOHNSON, RICHARD S.",TN,4.0,IND,2010,0.420383971,14.1,DEM,0.034354797,0,0.07441,1.0,0.41,False,4.0,36301.0,16,,72.2,,,Tennessee,04,H0TN04245,H0TN04245,0.00503317946550598,0.0,0.0
2410,"STRONG, DONALD WAYNE",TN,4.0,REP,2010,0.420383971,14.1,DEM,0.378082905,0,0.07441,1.0,0.41,False,4.0,36301.0,42,,72.2,938711.33,923280.19,Tennessee,04,H6TN04176,H6TN04176,,,
2411,"YORK , GERALD",TN,4.0,IND,2010,0.420383971,14.1,DEM,0.034354797,0,0.07441,1.0,0.41,False,4.0,36301.0,500,,72.2,,,Tennessee,04,H0TN04252,H0TN04252,0.01185020116251626,0.0,0.0
2412,"COLLINGS, STEPHEN WILLIAM",TN,5.0,LIB,2010,0.329582488,31.2,DEM,0.0,0,0.3376,1.0,0.41,False,4.0,44587.0,33,,72.8,,,Tennessee,05,H0TN05101,H0TN05101,0.0033113709302457447,0.0,0.0
2413,"COOPER, JAMES H.S.",TN,5.0,DEM,2010,0.329582488,31.2,DEM,0.6584386179999999,1,0.3376,1.0,0.41,True,4.0,44587.0,5,,72.8,1044042.3,1173954.98,Tennessee,05,H2TN05131,H2TN05131,0.5622639797688844,0.0,0.0
2414,"CROOK, BILL",TN,5.0,IND,2010,0.329582488,31.2,DEM,0.031422123999999996,0,0.3376,1.0,0.41,False,4.0,44587.0,9,,72.8,,,Tennessee,05,H0TN05259,H0TN05259,0.0022170308796679557,0.0,0.0
2415,"FINUCANE, BRENDAN E JR",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,1.0,0.41,False,4.0,44587.0,500,,72.8,310278.35,307249.46,,,,,,,
2416,"HALL, DAVID",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,1.0,0.41,False,4.0,44587.0,4,,72.8,310278.35,307249.46,Tennessee,05,H0TN05184,H0TN05184,0.42074823374649867,0.0,0.0
2417,"HARTLINE, JEFFREY ALAN ALAN",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,1.0,0.41,False,4.0,44587.0,15,,72.8,310278.35,307249.46,Tennessee,05,H0TN05143,H0TN05143,,,
2418,"HEIL, CECE",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,0.0,0.41,False,4.0,44587.0,500,,72.8,310278.35,307249.46,Tennessee,05,H0TN05309,H0TN05309,,,
2419,"KUMAR, VIJAY A",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,1.0,0.41,False,4.0,44587.0,500,,72.8,310278.35,307249.46,Tennessee,05,H8TN05260,H8TN05260,,,
2420,"MIGLIETTA, JOHN P",TN,5.0,IND,2010,0.329582488,31.2,DEM,0.031422123999999996,0,0.3376,1.0,0.41,False,4.0,44587.0,6,,72.8,,,Tennessee,05,H8TN05252,H8TN05252,0.0022453816581803334,0.0,0.0
2421,"MILLER, JACQUELINE MARIE",TN,5.0,IND,2010,0.329582488,31.2,DEM,0.031422123999999996,0,0.3376,0.0,0.41,False,4.0,44587.0,85,,72.8,,,Tennessee,05,H0TN05119,H0TN05119,0.002517549131899162,0.0,0.0
2422,"MIRANDA, PATRICK FERNANDO",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,1.0,0.41,False,4.0,44587.0,37,,72.8,310278.35,307249.46,Tennessee,05,H0TN05127,H0TN05127,,,
2423,"MOORE, JOE D., JR.",TN,5.0,IND,2010,0.329582488,31.2,DEM,0.031422123999999996,0,0.3376,1.0,0.41,False,4.0,44587.0,107,,72.8,,,Tennessee,05,H0TN05267,H0TN05267,0.0009015547566936188,0.0,0.0
2424,"NOLAND-HEIL, CECILIA",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,0.0,0.41,False,4.0,44587.0,500,,72.8,310278.35,307249.46,,,,,,,
2425,"PEARSON, ERIC",TN,5.0,DEM,2010,0.329582488,31.2,DEM,0.6584386179999999,0,0.3376,1.0,0.41,True,4.0,44587.0,14,,72.8,1044042.3,1173954.98,Tennessee,05,H0TN05200,H0TN05200,,,
2426,"RIES, BOB",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,1.0,0.41,False,4.0,44587.0,7,,72.8,310278.35,307249.46,Tennessee,05,H0TN05150,H0TN05150,,,
2427,"SCHECTER , ERIC",TN,5.0,DEM,2010,0.329582488,31.2,DEM,0.6584386179999999,0,0.3376,1.0,0.41,True,4.0,44587.0,500,,72.8,1044042.3,1173954.98,Tennessee,05,H0TN05218,H0TN05218,,,
2428,"SCHWARTZ, BOB",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,1.0,0.41,False,4.0,44587.0,7,,72.8,310278.35,307249.46,Tennessee,05,H0TN05226,H0TN05226,,,
2429,"SCOTT, JAROD DAVID",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,1.0,0.41,False,4.0,44587.0,500,,72.8,310278.35,307249.46,Tennessee,05,H0TN05168,H0TN05168,,,
2430,"SMITH , JOHN",TN,5.0,IND,2010,0.329582488,31.2,DEM,0.031422123999999996,0,0.3376,1.0,0.41,False,4.0,44587.0,500,,72.8,,,Tennessee,05,H0TN05275,H0TN05275,0.0030221929894194894,0.0,0.0
2431,"SPIVAK, LONNIE PAUL",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,1.0,0.41,False,4.0,44587.0,500,,72.8,310278.35,307249.46,,,,,,,
2432,"STRAUSS, ALVIN M.",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,1.0,0.41,False,4.0,44587.0,500,,72.8,310278.35,307249.46,Tennessee,05,H0TN05234,H0TN05234,,,
2433,"TARUM , TRACY C.",TN,5.0,REP,2010,0.329582488,31.2,DEM,0.310124745,0,0.3376,0.0,0.41,False,4.0,44587.0,500,,72.8,310278.35,307249.46,Tennessee,05,H0TN05242,H0TN05242,,,
2434,"TAYLOR, THOMAS CLARK",TN,5.0,IND,2010,0.329582488,31.2,DEM,0.031422123999999996,0,0.3376,1.0,0.41,False,4.0,44587.0,20,,72.8,,,Tennessee,05,H0TN05283,H0TN05283,0.0008845442895861921,0.0,0.0
2435,"WHITFIELD, JAMES GREGORY II",TN,5.0,IND,2010,0.329582488,31.2,DEM,0.031422123999999996,0,0.3376,1.0,0.41,False,4.0,44587.0,5,,72.8,,,Tennessee,05,H0TN05291,H0TN05291,0.0018881618489243715,0.0,0.0
2436,"BARRY , HENRY CLAY",TN,6.0,DEM,2010,0.304510605,19.6,DEM,0.744226673,0,0.1208,1.0,0.41,True,4.0,43712.0,500,,72.35333,215354.54,204331.85,Tennessee,06,H0TN06307,H0TN06307,,,
2437,"BLACK, DIANE LYNN",TN,6.0,REP,2010,0.304510605,19.6,DEM,0.0,0,0.1208,0.0,0.41,False,4.0,43712.0,123,,72.35333,2238011.25,2202457.7,Tennessee,06,H0TN06257,H0TN06257,0.6725680852399991,0.0,0.0
2438,"BOYD , JIM",TN,6.0,IND,2010,0.304510605,19.6,DEM,0.255773327,0,0.1208,1.0,0.41,False,4.0,43712.0,500,,72.35333,,,Tennessee,06,H0TN06331,H0TN06331,0.011288229260429968,0.0,0.0
2439,"BUTLER , DEVORE E.",TN,6.0,DEM,2010,0.304510605,19.6,DEM,0.744226673,0,0.1208,1.0,0.41,True,4.0,43712.0,500,,72.35333,215354.54,204331.85,Tennessee,06,H0TN06315,H0TN06315,,,
2440,"CARTER, BRETT RYAN",TN,6.0,DEM,2010,0.304510605,19.6,DEM,0.744226673,0,0.1208,1.0,0.41,True,4.0,43712.0,94,,72.35333,215354.54,204331.85,Tennessee,06,H0TN06273,H0TN06273,0.2938236587050721,0.0,0.0
2441,"ERDEL, GEORGE T",TN,6.0,DEM,2010,0.304510605,19.6,DEM,0.744226673,0,0.1208,1.0,0.41,True,4.0,43712.0,53,,72.35333,215354.54,204331.85,Tennessee,06,H0TN06265,H0TN06265,,,
2442,"EVANS, DAVE",TN,6.0,REP,2010,0.304510605,19.6,DEM,0.0,0,0.1208,1.0,0.41,False,4.0,43712.0,4,,72.35333,2238011.25,2202457.7,Tennessee,06,H0TN06208,H0TN06208,,,
2443,"GORE, BRANDON ERIC",TN,6.0,IND,2010,0.304510605,19.6,DEM,0.255773327,0,0.1208,1.0,0.41,False,4.0,43712.0,52,,72.35333,,,Tennessee,06,H0TN06299,H0TN06299,0.005772330493395574,0.0,0.0
2444,"HAY, TOMMY N",TN,6.0,IND,2010,0.304510605,19.6,DEM,0.255773327,0,0.1208,1.0,0.41,False,4.0,43712.0,164,,72.35333,,,Tennessee,06,H0TN04211,H0TN04211,0.006646291683238785,0.0,0.0
2445,"LEMING, BENJAMIN T",TN,6.0,DEM,2010,0.304510605,19.6,DEM,0.744226673,0,0.1208,1.0,0.41,True,4.0,43712.0,44,,72.35333,215354.54,204331.85,Tennessee,06,H0TN06281,H0TN06281,,,
2446,"MANN, GARY DEWITT",TN,6.0,REP,2010,0.304510605,19.6,DEM,0.0,0,0.1208,1.0,0.41,False,4.0,43712.0,47,,72.35333,2238011.25,2202457.7,Tennessee,06,H0TN06216,H0TN06216,,,
2447,"MCLELLAN , BRUCE",TN,6.0,REP,2010,0.304510605,19.6,DEM,0.0,0,0.1208,1.0,0.41,False,4.0,43712.0,500,,72.35333,2238011.25,2202457.7,Tennessee,06,H0TN06323,H0TN06323,,,
2448,"PURCELL, DAVID",TN,6.0,IND,2010,0.304510605,19.6,DEM,0.255773327,0,0.1208,1.0,0.41,False,4.0,43712.0,4,,72.35333,,,Tennessee,06,H0TN06349,H0TN06349,0.0067823574972263505,0.0,0.0
2449,"ROBERTS, KERRY EVAN",TN,6.0,REP,2010,0.304510605,19.6,DEM,0.0,0,0.1208,1.0,0.41,False,4.0,43712.0,175,,72.35333,2238011.25,2202457.7,,,,,,,
2450,"SPRAGUE , STEPHEN R.",TN,6.0,IND,2010,0.304510605,19.6,DEM,0.255773327,0,0.1208,1.0,0.41,False,4.0,43712.0,500,,72.35333,,,Tennessee,06,H0TN06356,H0TN06356,0.003119047120638044,0.0,0.0
2451,"TRACY, JIM",TN,6.0,REP,2010,0.304510605,19.6,DEM,0.0,0,0.1208,1.0,0.41,False,4.0,43712.0,5,,72.35333,2238011.25,2202457.7,Tennessee,06,H0TN06240,H0TN06240,,,
2452,"ZELENIK, LOU ANN",TN,6.0,REP,2010,0.304510605,19.6,DEM,0.0,0,0.1208,0.0,0.41,False,4.0,43712.0,500,,72.35333,2238011.25,2202457.7,Tennessee,06,H0TN06224,H0TN06224,,,
2453,"BLACKBURN, MARSHA MRS.",TN,7.0,REP,2010,0.318479009,33.8,DEM,0.6858473690000001,1,0.21003000000000002,0.0,0.41,False,0.0,58253.0,500,,78.1,1563192.71,1054615.97,Tennessee,07,H2TN06030,H2TN06030,0.7237172276542355,0.0,0.0
2454,"RABIDOUX, GREG ROBERT DR",TN,7.0,DEM,2010,0.318479009,33.8,DEM,0.314152631,0,0.21003000000000002,1.0,0.41,True,0.0,58253.0,29,,78.1,74930.03,62525.61,,,,,,,
2455,"STONE, J.W. (BILL)",TN,7.0,IND,2010,0.318479009,33.8,DEM,0.0,0,0.21003000000000002,1.0,0.41,False,0.0,58253.0,500,,78.1,,,Tennessee,07,H0TN07230,H0TN07230,0.028781827372792976,0.0,0.0
2456,"VICK, CHARLES GORDON",TN,7.0,DEM,2010,0.318479009,33.8,DEM,0.314152631,0,0.21003000000000002,1.0,0.41,True,0.0,58253.0,23,,78.1,74930.03,62525.61,,,,,,,
2457,"FINCHER, STEVE",TN,8.0,REP,2010,0.241922892,15.4,DEM,0.0,0,0.2579,1.0,0.41,False,0.0,37427.0,159,,78.9,2724526.46,2615001.97,Tennessee,08,H0TN08246,H0TN08246,0.5899405633045608,0.0,0.0
2458,"FLINN, GEORGE S JR",TN,8.0,REP,2010,0.241922892,15.4,DEM,0.0,0,0.2579,1.0,0.41,False,0.0,37427.0,53,,78.9,2724526.46,2615001.97,Tennessee,08,H0TN08287,H0TN08287,,,
2459,"HART, JAMES",TN,8.0,IND,2010,0.241922892,15.4,DEM,0.0,0,0.2579,1.0,0.41,False,0.0,37427.0,5,,78.9,,,Tennessee,08,H2TN08077,H2TN08077,5.376183507063708e-05,0.0,0.0
2460,"HERRON, ROY BRASFIELD",TN,8.0,DEM,2010,0.241922892,15.4,DEM,0.9997008629999999,0,0.2579,1.0,0.41,True,0.0,37427.0,125,,78.9,2103121.17,2068501.68,Tennessee,08,H0TN08253,H0TN08253,0.3880409784653983,0.0,0.0
2461,"JANES, DONN",TN,8.0,REP,2010,0.241922892,15.4,DEM,0.0,0,0.2579,1.0,0.41,False,0.0,37427.0,500,,78.9,2724526.46,2615001.97,Tennessee,08,H0TN08238,H0TN08238,0.014575430841372718,0.0,0.0
2462,"KIRKLAND, RONALD",TN,8.0,REP,2010,0.241922892,15.4,DEM,0.0,0,0.2579,1.0,0.41,False,0.0,37427.0,43,,78.9,2724526.46,2615001.97,Tennessee,08,H0TN08261,H0TN08261,,,
2463,"MERCER, LUTHER T II",TN,8.0,DEM,2010,0.241922892,15.4,DEM,0.9997008629999999,0,0.2579,1.0,0.41,True,0.0,37427.0,500,,78.9,2103121.17,2068501.68,,,,,,,
2464,"RAWLES , MARK JEFFERY",TN,8.0,IND,2010,0.241922892,15.4,DEM,0.0,0,0.2579,1.0,0.41,False,0.0,37427.0,500,,78.9,,,Tennessee,08,H0TN08329,H0TN08329,0.007389265553597563,0.0,0.0
2465,"RICE, DAVID ALLEN",TN,8.0,REP,2010,0.241922892,15.4,DEM,0.0,0,0.2579,1.0,0.41,False,0.0,37427.0,4,,78.9,2724526.46,2615001.97,,,,,,,
2466,"SMITH , KIMBERLEE E.",TN,8.0,DEM,2010,0.241922892,15.4,DEM,0.9997008629999999,0,0.2579,0.0,0.41,True,0.0,37427.0,500,,78.9,2103121.17,2068501.68,Tennessee,08,H0TN08311,H0TN08311,,,
2467,"SMITH, RANDY LEE",TN,8.0,REP,2010,0.241922892,15.4,DEM,0.0,0,0.2579,1.0,0.41,False,0.0,37427.0,77,,78.9,2724526.46,2615001.97,Tennessee,08,H0TN08303,H0TN08303,,,
2468,"STEINFELS, CRAIG RICHARD",TN,8.0,REP,2010,0.241922892,15.4,DEM,0.0,0,0.2579,1.0,0.41,False,0.0,37427.0,56,,78.9,2724526.46,2615001.97,,,,,,,
2469,"WATTS , BEN",TN,8.0,REP,2010,0.241922892,15.4,DEM,0.0,0,0.2579,1.0,0.41,False,0.0,37427.0,500,,78.9,2724526.46,2615001.97,Tennessee,08,H0TN08337,H0TN08337,,,
2470,"BERGMANN, CHARLOTTE",TN,9.0,REP,2010,0.277493188,23.4,DEM,0.0,0,0.71138,0.0,0.41,False,,37508.0,500,,75.63684,217428.1,217428.1,Tennessee,09,H0TN09061,H0TN09061,0.2511285552269341,0.0,0.0
2471,"COHEN, STEPHEN IRA",TN,9.0,DEM,2010,0.277493188,23.4,DEM,0.8785409359999999,1,0.71138,1.0,0.41,True,,37508.0,33,,75.63684,1151407.84,843235.82,Tennessee,09,H6TN09068,H6TN09068,0.7399690156922917,0.0,0.0
2472,"HARRELL, JAMES",TN,9.0,REP,2010,0.277493188,23.4,DEM,0.0,0,0.71138,1.0,0.41,False,,37508.0,5,,75.63684,217428.1,217428.1,Tennessee,09,H0TN09095,H0TN09095,,,
2473,"HERENTON, WILLIE W",TN,9.0,DEM,2010,0.277493188,23.4,DEM,0.8785409359999999,0,0.71138,1.0,0.41,True,,37508.0,118,,75.63684,1151407.84,843235.82,Tennessee,09,H0TN09046,H0TN09046,,,
2474,"MILLEN, KEVIN",TN,9.0,REP,2010,0.277493188,23.4,DEM,0.0,0,0.71138,1.0,0.41,False,,37508.0,13,,75.63684,217428.1,217428.1,Tennessee,09,H0TN09053,H0TN09053,,,
2475,"STEELE, PERRY",TN,9.0,IND,2010,0.277493188,23.4,DEM,0.121459065,0,0.71138,1.0,0.41,False,,37508.0,500,,75.63684,,,Tennessee,09,H0TN09079,H0TN09079,0.003913807289466077,0.0,0.0
2476,"SULLIVAN , SANDRA",TN,9.0,IND,2010,0.277493188,23.4,DEM,0.121459065,0,0.71138,0.0,0.41,False,,37508.0,500,,75.63684,,,Tennessee,09,H0TN09087,H0TN09087,0.004988621791308086,0.0,0.0
2477,"WRIGHT, MARY TAYLOR SHELBY",TN,9.0,DEM,2010,0.277493188,23.4,DEM,0.8785409359999999,0,0.71138,0.0,0.41,True,,37508.0,15,,75.63684,1151407.84,843235.82,,,,,,,
